Country,happiness_score,gdp_per_capita,family,health,freedom,generosity,government_trust,dystopia_residual,continent,Year,social_support,cpi_score
Tunisia,4.592,0.9,0.0,0.69,0.271,0.04,0.063,0.0,Africa,2018,0.906,43
Albania,4.586,0.916,0.0,0.79,0.419,0.149,0.032,0.0,Europe,2018,0.817,36
Sierra Leone,4.571,0.256,0.0,0.0,0.355,0.238,0.053,0.0,Africa,2018,0.813,30
Bangladesh,4.5,0.532,0.0,0.579,0.58,0.153,0.144,0.0,Asia,2018,0.85,26
Sri Lanka,4.471,0.918,0.0,0.672,0.585,0.307,0.05,0.0,Asia,2018,1.314,38
Iraq,4.456,1.01,0.0,0.536,0.304,0.148,0.095,0.0,Asia,2018,0.971,18
Mali,4.447,0.37,0.0,0.152,0.367,0.139,0.056,0.0,Africa,2018,1.233,32
Cambodia,4.433,0.549,0.0,0.457,0.696,0.256,0.065,0.0,Asia,2018,1.088,20
Burkina Faso,4.424,0.314,0.0,0.254,0.312,0.175,0.128,0.0,Africa,2018,1.097,41
Egypt,4.419,0.885,0.0,0.553,0.312,0.092,0.107,0.0,Africa,2018,1.025,35
Kenya,4.41,0.493,0.0,0.454,0.504,0.352,0.055,0.0,Africa,2018,1.048,27
Zambia,4.377,0.562,0.0,0.295,0.503,0.221,0.082,0.0,Africa,2018,1.047,35
Mauritania,4.356,0.557,0.0,0.292,0.129,0.134,0.093,0.0,Africa,2018,1.245,27
Ethiopia,4.35,0.308,0.0,0.391,0.452,0.22,0.146,0.0,Africa,2018,0.95,34
Georgia,4.34,0.853,0.0,0.643,0.375,0.038,0.215,0.0,Asia,2018,0.592,58
Armenia,4.321,0.816,0.0,0.666,0.26,0.077,0.028,0.0,Asia,2018,0.99,35
Myanmar,4.308,0.682,0.0,0.429,0.58,0.598,0.178,0.0,Asia,2018,1.174,29
Chad,4.301,0.358,0.0,0.053,0.189,0.181,0.06,0.0,Africa,2018,0.907,19
India,4.19,0.721,0.0,0.485,0.539,0.172,0.093,0.0,Asia,2018,0.747,41
Niger,4.166,0.131,0.0,0.221,0.39,0.175,0.099,0.0,Africa,2018,0.867,34
Uganda,4.161,0.322,0.0,0.237,0.45,0.259,0.061,0.0,Africa,2018,1.09,26
Benin,4.141,0.378,0.0,0.24,0.44,0.163,0.067,0.0,Africa,2018,0.372,40
Ukraine,4.103,0.793,0.0,0.609,0.163,0.187,0.011,0.0,Europe,2018,1.413,32
Togo,3.999,0.259,0.0,0.253,0.434,0.158,0.101,0.0,Africa,2018,0.474,30
Guinea,3.964,0.344,0.0,0.211,0.394,0.185,0.094,0.0,South America,2018,0.792,28
Madagascar,3.774,0.262,0.0,0.402,0.221,0.155,0.049,0.0,Africa,2018,0.908,25
Zimbabwe,3.692,0.357,0.0,0.248,0.406,0.132,0.099,0.0,Africa,2018,1.094,22
Afghanistan,3.632,0.332,0.0,0.255,0.085,0.191,0.036,0.0,Asia,2018,0.537,16
Botswana,3.59,1.017,0.0,0.417,0.557,0.042,0.092,0.0,Africa,2018,1.174,61
Malawi,3.587,0.186,0.0,0.306,0.531,0.21,0.08,0.0,Africa,2018,0.541,32
Haiti,3.582,0.315,0.0,0.289,0.025,0.392,0.104,0.0,South America,2018,0.714,20
Liberia,3.495,0.076,0.0,0.267,0.419,0.206,0.03,0.0,Africa,2018,0.858,32
Rwanda,3.408,0.332,0.0,0.4,0.636,0.2,0.444,0.0,Africa,2018,0.896,56
Yemen,3.355,0.442,0.0,0.343,0.244,0.083,0.064,0.0,Asia,2018,1.073,14
Tanzania,3.303,0.455,0.0,0.381,0.481,0.27,0.097,0.0,Africa,2018,0.991,36
Burundi,2.905,0.091,0.0,0.145,0.065,0.149,0.076,0.0,Africa,2018,0.627,17
Denmark,7.526,1.44178,1.16374,0.79504,0.57941,0.36171,0.44453,2.73939,Europe,2019,0.0,87
Switzerland,7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203,2.69463,Europe,2019,0.0,85
Iceland,7.501,1.42666,1.18326,0.86733,0.56624,0.47678,0.14975,2.83137,Europe,2019,0.0,78
Norway,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776,2.66465,Europe,2019,0.0,84
Finland,7.413,1.40598,1.13464,0.81091,0.57104,0.25492,0.41004,2.82596,Europe,2019,0.0,86
Canada,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329,2.70485,North America,2019,0.0,77
Netherlands,7.339,1.46468,1.02912,0.81231,0.55211,0.47416,0.29927,2.70749,Europe,2019,0.0,82
New Zealand,7.334,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904,2.47553,Australia,2019,0.0,87
Australia,7.313,1.44443,1.10476,0.8512,0.56837,0.47407,0.32331,2.5465,Australia,2019,0.0,77
Sweden,7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867,2.54734,Europe,2019,0.0,85
Israel,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728,3.31029,Asia,2019,0.0,60
Austria,7.119,1.45038,1.08383,0.80565,0.54355,0.32865,0.21348,2.69343,Europe,2019,0.0,77
United States,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868,2.72782,North America,2019,0.0,69
Costa Rica,7.087,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547,3.35168,South America,2019,0.0,56
Germany,6.994,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551,2.50931,Europe,2019,0.0,80
Brazil,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166,3.50733,South America,2019,0.0,35
Belgium,6.929,1.42539,1.05249,0.81959,0.51354,0.2424,0.26248,2.61355,Europe,2019,0.0,75
Ireland,6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754,2.15988,Europe,2019,0.0,74
Luxembourg,6.871,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329,2.11055,Europe,2019,0.0,80
Mexico,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355,3.55906,North America,2019,0.0,29
Singapore,6.739,1.64555,0.86758,0.94719,0.4877,0.32706,0.46987,1.99375,Asia,2019,0.0,85
United Kingdom,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399,2.14999,Europe,2019,0.0,77
Chile,6.705,1.2167,0.90587,0.81883,0.37789,0.31595,0.11451,2.95505,South America,2019,0.0,67
Panama,6.701,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423,3.00559,South America,2019,0.0,36
Argentina,6.65,1.15137,1.06612,0.69711,0.42284,0.10989,0.07296,3.12985,South America,2019,0.0,45
United Arab Emirates,6.573,1.57352,0.87114,0.72993,0.56215,0.26591,0.35561,2.21507,Asia,2019,0.0,71
Uruguay,6.545,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394,2.67139,South America,2019,0.0,71
Malta,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,1.99032,Europe,2019,0.0,54
Colombia,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399,3.17471,South America,2019,0.0,37
France,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808,2.4744,Europe,2019,0.0,69
Thailand,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833,2.5796,Asia,2019,0.0,36
Saudi Arabia,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008,2.61482,Asia,2019,0.0,53
Spain,6.361,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137,2.39663,Europe,2019,0.0,62
Algeria,6.355,1.05266,0.83309,0.61804,0.21006,0.07044,0.16157,3.40904,Africa,2019,0.0,35
Guatemala,6.324,0.83454,0.87119,0.54039,0.50379,0.28808,0.08701,3.19863,South America,2019,0.0,26
Kuwait,6.239,1.61714,0.87758,0.63569,0.43166,0.15965,0.23669,2.28085,Asia,2019,0.0,40
Bahrain,6.218,1.44024,0.94397,0.65696,0.47375,0.17147,0.25772,2.27405,Asia,2019,0.0,42
Venezuela,6.084,1.13367,1.03302,0.61904,0.19847,0.0425,0.08304,2.97468,South America,2019,0.0,16
Slovakia,6.078,1.27973,1.08268,0.70367,0.23391,0.13837,0.02947,2.61065,Europe,2019,0.0,50
El Salvador,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613,3.22134,South America,2019,0.0,34
Malaysia,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,2.35384,Asia,2019,0.0,53
Nicaragua,5.992,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292,2.82428,South America,2019,0.0,22
Uzbekistan,5.987,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333,2.34638,Asia,2019,0.0,25
Italy,5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556,2.34918,Europe,2019,0.0,53
Ecuador,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,2.77366,South America,2019,0.0,38
Japan,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,1.80584,Asia,2019,0.0,73
Kazakhstan,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,2.49325,Asia,2019,0.0,34
Moldova,5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903,3.38007,Europe,2019,0.0,32
Russia,5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586,2.59115,Europe,2019,0.0,28
Poland,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,2.20035,Europe,2019,0.0,58
Bolivia,5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746,2.91635,South America,2019,0.0,31
Lithuania,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,2.60525,Europe,2019,0.0,60
Belarus,5.802,1.13062,1.04993,0.63104,0.29091,0.13942,0.17457,2.38582,Europe,2019,0.0,45
Slovenia,5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,1.79522,Europe,2019,0.0,60
Peru,5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292,2.73117,South America,2019,0.0,36
Turkmenistan,5.658,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467,2.21489,Asia,2019,0.0,19
Mauritius,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203,2.20223,Africa,2019,0.0,52
Libya,5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339,2.39374,Africa,2019,0.0,18
Latvia,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,2.20859,Europe,2019,0.0,56
Cyprus,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228,2.04497,Asia,2019,0.0,58
Paraguay,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,2.16091,South America,2019,0.0,28
Romania,5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679,2.45184,Europe,2019,0.0,44
Estonia,5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519,1.81985,Europe,2019,0.0,74
Jamaica,5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,2.35682,South America,2019,0.0,43
Croatia,5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002,2.52462,Europe,2019,0.0,47
Kosovo,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,2.80998,Europe,2019,0.0,36
Turkey,5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348,2.29074,Asia,2019,0.0,39
Indonesia,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,2.03171,Asia,2019,0.0,40
Jordan,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,2.20142,Asia,2019,0.0,48
Azerbaijan,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914,2.2735,Asia,2019,0.0,30
Philippines,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,2.23484,Asia,2019,0.0,34
China,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,2.17087,Asia,2019,0.0,41
Kyrgyzstan,5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762,2.28136,Asia,2019,0.0,30
Serbia,5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,2.27539,Europe,2019,0.0,39
Bosnia and Herzegovina,5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0.0,2.48406,Europe,2019,0.0,36
Montenegro,5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,2.25531,Europe,2019,0.0,45
Dominican Republic,5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372,1.69626,South America,2019,0.0,28
Morocco,5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,2.94891,Africa,2019,0.0,41
Hungary,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,1.95473,Europe,2019,0.0,44
Pakistan,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,3.18286,Asia,2019,0.0,32
Lebanon,5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061,2.07339,Asia,2019,0.0,28
Portugal,5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521,1.53015,Europe,2019,0.0,62
Vietnam,5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556,1.9418,Asia,2019,0.0,37
Tunisia,5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817,2.68413,Africa,2019,0.0,43
Greece,5.033,1.24886,0.75473,0.80029,0.05822,0.0,0.04127,2.12944,Europe,2019,0.0,48
Tajikistan,4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509,2.39106,Asia,2019,0.0,25
Mongolia,4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285,1.53586,Asia,2019,0.0,35
Nigeria,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,2.88586,Africa,2019,0.0,26
Honduras,4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906,2.29551,South America,2019,0.0,26
Iran,4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557,1.99817,Asia,2019,0.0,26
Zambia,4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,2.58991,Africa,2019,0.0,34
Nepal,4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008,2.32694,Asia,2019,0.0,34
Albania,4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301,1.92816,Europe,2019,0.0,35
Bangladesh,4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583,2.60904,Asia,2019,0.0,26
Sierra Leone,4.635,0.36485,0.628,0.0,0.30685,0.23897,0.08196,3.01402,Africa,2019,0.0,33
Iraq,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636,1.81657,Asia,2019,0.0,20
Cameroon,4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126,2.5198,Africa,2019,0.0,25
Ethiopia,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717,2.65614,Africa,2019,0.0,37
South Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,1.64227,Africa,2019,0.0,44
Sri Lanka,4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964,0.91681,Asia,2019,0.0,38
India,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,2.18032,Asia,2019,0.0,41
Myanmar,4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243,1.50655,Asia,2019,0.0,29
Egypt,4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393,1.96895,Africa,2019,0.0,35
Armenia,4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616,1.97864,Asia,2019,0.0,42
Kenya,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,1.88326,Africa,2019,0.0,28
Ukraine,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,1.50066,Europe,2019,0.0,30
Ghana,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,2.2002,Africa,2019,0.0,41
Georgia,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,1.87031,Asia,2019,0.0,56
Senegal,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,1.97861,Africa,2019,0.0,45
Bulgaria,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,1.15377,Europe,2019,0.0,43
Mauritania,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,1.9263,Africa,2019,0.0,28
Zimbabwe,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,2.4427,Africa,2019,0.0,24
Malawi,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2.82859,Africa,2019,0.0,31
Gabon,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,1.45332,Africa,2019,0.0,31
Mali,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,2.11087,Africa,2019,0.0,29
Haiti,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,2.37116,South America,2019,0.0,18
Botswana,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,0.96741,Africa,2019,0.0,61
Cambodia,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,1.31573,Asia,2019,0.0,20
Niger,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,2.09469,Africa,2019,0.0,32
Chad,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952,2.30637,Africa,2019,0.0,20
Burkina Faso,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,1.87319,Africa,2019,0.0,40
Uganda,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,1.51416,Africa,2019,0.0,28
Yemen,3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892,1.97295,Asia,2019,0.0,15
Madagascar,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,2.15075,Africa,2019,0.0,24
Tanzania,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,1.37769,Africa,2019,0.0,37
Liberia,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,2.23284,Africa,2019,0.0,28
Guinea,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,2.15604,South America,2019,0.0,29
Rwanda,3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521,0.96819,Africa,2019,0.0,53
Benin,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681,2.10812,Africa,2019,0.0,41
Afghanistan,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,2.14558,Asia,2019,0.0,16
Togo,3.303,0.28123,0.0,0.24811,0.34678,0.17517,0.11587,2.1354,Africa,2019,0.0,29
Burundi,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,2.10404,Africa,2019,0.0,19
Finland,7.808700085,1.285189509,0.0,0.961271405,0.66231674,0.159670442,0.477857262,2.762835026,Europe,2020,1.499525905,85
Denmark,7.645599842,1.326948524,0.0,0.979332566,0.665039897,0.242793396,0.495260328,2.432740688,Europe,2020,1.503449202,88
Switzerland,7.559899807,1.39077425,0.0,1.040533185,0.62895447,0.269055754,0.407945901,2.35026741,Europe,2020,1.472403407,85
Iceland,7.504499912,1.326501608,0.0,1.000843406,0.661980748,0.362330228,0.144540772,2.460688114,Europe,2020,1.547567487,75
Norway,7.487999916,1.42420733,0.0,1.008071899,0.670200884,0.287985086,0.434100568,2.168266296,Europe,2020,1.495172501,84
Netherlands,7.448900223,1.338946342,0.0,0.975675344,0.61362648,0.336317569,0.368569762,2.352117062,Europe,2020,1.463645935,82
Sweden,7.353499889,1.322235227,0.0,0.986470461,0.650297701,0.272827893,0.442066371,2.246299267,Europe,2020,1.433347702,85
New Zealand,7.299600124,1.242317915,0.0,1.008138299,0.646789908,0.325726211,0.461268276,2.128108025,Australia,2020,1.48721838,88
Austria,7.294199944,1.317285538,0.0,1.000933528,0.603368878,0.255509764,0.281256139,2.398446083,Europe,2020,1.437444925,76
Luxembourg,7.237500191,1.536676049,0.0,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352,Europe,2020,1.387528419,80
Canada,7.23210001,1.301647663,0.0,1.022501945,0.644028127,0.28152892,0.351701856,2.195269108,North America,2020,1.435391903,77
Australia,7.222799778,1.310396433,0.0,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134,Australia,2020,1.477146268,77
United Kingdom,7.164500237,1.273061037,0.0,0.97570008,0.525168657,0.373433441,0.322601646,2.236721992,Europe,2020,1.457844973,77
Israel,7.128600121,1.216463685,0.0,1.008052945,0.420699477,0.266861796,0.09989845,2.713358402,Asia,2020,1.403256774,60
Costa Rica,7.121399879,0.981107712,0.0,0.939635336,0.645017743,0.131266311,0.096362092,2.953135014,South America,2020,1.374853611,57
Ireland,7.093699932,1.446886778,0.0,0.975670695,0.587779939,0.295426995,0.373433262,1.943878174,Europe,2020,1.470596433,72
Germany,7.075799942,1.314184546,0.0,0.972114801,0.564274132,0.252037704,0.309362292,2.295249462,Europe,2020,1.368543744,80
United States,6.939599991,1.37398684,0.0,0.831618011,0.534608245,0.298143059,0.152284741,2.344124794,North America,2020,1.404786706,67
Belgium,6.863500118,1.295842767,0.0,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,Europe,2020,1.398677588,76
United Arab Emirates,6.790800095,1.431086421,0.0,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,Asia,2020,1.251170993,71
Malta,6.772799969,1.252513289,0.0,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062,Europe,2020,1.442956924,53
France,6.663799763,1.268129349,0.0,1.029714227,0.514050901,0.112607703,0.227303237,2.053198338,Europe,2020,1.458839178,69
Mexico,6.465000153,1.024387479,0.0,0.831601024,0.553892553,0.083094485,0.083133668,2.662540197,North America,2020,1.226333499,31
Uruguay,6.440100193,1.071000457,0.0,0.856928885,0.59426707,0.132143691,0.193425074,2.167276382,South America,2020,1.425081134,71
Saudi Arabia,6.406499863,1.334328532,0.0,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,Asia,2020,1.309950113,53
Spain,6.400899887,1.230535269,0.0,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,Europe,2020,1.421099186,62
Guatemala,6.398900032,0.753815711,0.0,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093,South America,2020,1.174267054,25
Italy,6.38740015,1.236396074,0.0,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997,Europe,2020,1.347296,53
Singapore,6.377099991,1.519580126,0.0,1.137814283,0.635317206,0.218770906,0.533162236,0.937031746,Asia,2020,1.39545691,85
Brazil,6.375599861,0.952679873,0.0,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313,South America,2020,1.363464117,38
Slovenia,6.363399982,1.208652496,0.0,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,Europe,2020,1.464677691,60
El Salvador,6.34829998,0.748940408,0.0,0.752730012,0.524043918,0.1189363,0.117030352,2.937191725,South America,2020,1.149397612,36
Kosovo,6.325200081,0.840481341,0.0,0.672709167,0.557280421,0.325286865,0.008559024,2.736902714,Europe,2020,1.183962822,36
Panama,6.304800034,1.097667813,0.0,0.878546536,0.57984978,0.097207308,0.054230526,2.221176147,South America,2020,1.376149297,35
Slovakia,6.280600071,1.194837689,0.0,0.853465259,0.423542529,0.116729774,0.011291441,2.256422043,Europe,2020,1.424331188,49
Uzbekistan,6.257599831,0.696652949,0.0,0.716703713,0.693270326,0.363311023,0.280260265,2.073346615,Asia,2020,1.434020042,26
Chile,6.228499889,1.096992493,0.0,0.889260828,0.417482227,0.155579001,0.06284935,2.283012867,South America,2020,1.323286891,67
Bahrain,6.227300167,1.296692252,0.0,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362,Asia,2020,1.31532371,42
Lithuania,6.215499878,1.193559647,0.0,0.795421183,0.42046079,0.053691041,0.081350274,2.238146067,Europe,2020,1.432865739,60
Poland,6.186299801,1.16922915,0.0,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981,Europe,2020,1.310399771,56
Colombia,6.163400173,0.93220371,0.0,0.810020149,0.526890039,0.092374094,0.04584837,2.421656609,South America,2020,1.33445096,39
Cyprus,6.15899992,1.21279943,0.0,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805,Asia,2020,1.149170756,57
Nicaragua,6.13710022,0.620033145,0.0,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114,South America,2020,1.27081275,22
Romania,6.123700142,1.120401621,0.0,0.79229486,0.534852326,0.068181619,0.000829569,2.412749767,Europe,2020,1.1944381,44
Kuwait,6.102099895,1.424833655,0.0,0.776468933,0.570261419,0.132751092,0.112814933,1.840167999,Asia,2020,1.244779825,42
Mauritius,6.101299763,1.07366395,0.0,0.763389409,0.590838134,0.186894551,0.084088229,2.006720543,Africa,2020,1.395666838,53
Kazakhstan,6.057899952,1.122594237,0.0,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631,Asia,2020,1.453267694,38
Estonia,6.021800041,1.192441225,0.0,0.842615008,0.576664805,0.125136748,0.201766819,1.629928112,Europe,2020,1.453232527,75
Philippines,6.006000042,0.775120676,0.0,0.602189481,0.621915162,0.129260212,0.130385727,2.501741886,Asia,2020,1.245381713,34
Hungary,6.000400066,1.164307117,0.0,0.806793869,0.386401802,0.070491239,0.027548173,2.121845722,Europe,2020,1.423009396,44
Thailand,5.998799801,1.007029295,0.0,0.793855846,0.609449804,0.376709014,0.031837862,1.832384109,Asia,2020,1.347519517,36
Argentina,5.974699974,1.028465629,0.0,0.849773705,0.520840347,0.070100471,0.060415059,2.072540998,South America,2020,1.372543693,42
Honduras,5.953199863,0.598763585,0.0,0.791989982,0.568148077,0.256528199,0.086807102,2.464295387,South America,2020,1.186664104,24
Latvia,5.949999809,1.14139545,0.0,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054,Europe,2020,1.414398789,57
Ecuador,5.925199986,0.853383601,0.0,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,South America,2020,1.221027613,39
Portugal,5.910900116,1.168800831,0.0,0.979315281,0.589895189,0.053036947,0.027733466,1.752558708,Europe,2020,1.339530349,61
Jamaica,5.889800072,0.779058397,0.0,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531,South America,2020,1.408289194,44
Japan,5.870800018,1.26672411,0.0,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,Asia,2020,1.332338691,74
Peru,5.796800137,0.91854918,0.0,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,South America,2020,1.208405972,38
Serbia,5.77820015,0.988181829,0.0,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098,Europe,2020,1.327448964,38
Bolivia,5.747499943,0.730976343,0.0,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593,South America,2020,1.142350554,31
Pakistan,5.69329977,0.616799474,0.0,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736,Asia,2020,0.872979581,31
Paraguay,5.692100048,0.897990823,0.0,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528,South America,2020,1.36819756,28
Dominican Republic,5.689199924,0.983191848,0.0,0.741901696,0.5628739,0.112196781,0.115945682,1.844246864,South America,2020,1.328888893,28
Bosnia and Herzegovina,5.674099922,0.91839546,0.0,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,Europe,2020,1.203986526,35
Moldova,5.607500076,0.707916796,0.0,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,Europe,2020,1.237312198,34
Tajikistan,5.555699825,0.474874616,0.0,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,Asia,2020,1.218377709,25
Montenegro,5.54610014,1.010150075,0.0,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882,Europe,2020,1.265657902,45
Russia,5.546000004,1.126999617,0.0,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,Europe,2020,1.378644109,30
